Timestamp,CPU (%),RAM (%),Disk (%),Alert
2026-07-05 04:28:03,0.0,6.5,46.1,OK
2026-07-05 04:28:03,0.0,6.5,46.1,OK
2026-07-05 04:28:04,0.0,6.4,46.1,OK
2026-07-05 04:28:05,0.0,6.4,46.1,OK
2026-07-05 04:28:05,0.0,6.3,46.1,OK
2026-07-05 04:28:11,92.3,75.2,60.1,CPU usage is 92.3% (threshold: 80.0%)
2026-07-05 04:28:11,45.0,88.7,91.4,RAM usage is 88.7% (threshold: 80.0%); Disk usage is 91.4% (threshold: 90.0%)
